benchmark,benchmark_id,solver,configuration,configuration_id,status,cpu_time,result,_checker_status,_checker_cpu_time,_checker_memory,_checker_result
10pipe_k,2887257,GHackCOMSPS_DRUP,ghack_drup,153211,complete,543.341,UNSAT,complete,724.623,2874920.0,UNSAT-VERIFIED
10pipe_k,2887257,Scavel_SAT,default,154175,timeout_wallclock,5000.02,UNKNOWN,enqueued,0.0,0.0,--
10pipe_k,2887257,Beans_And_Eggs,default,154732,complete,1356.55,UNSAT,complete,4175.63,6132044.0,UNSAT-VERIFIED
10pipe_k,2887257,cmsat5_main2,default,154241,timeout_wallclock,5000.02,UNKNOWN,enqueued,0.0,0.0,--
10pipe_k,2887257,cmsat5_autotune2,default,154243,complete,1295.36,UNSAT,complete,19810.5,6128800.0,UNSAT-VERIFIED
10pipe_k,2887257,YalSAT_03r,default,154460,timeout_cpu,4998.83,UNKNOWN,enqueued,0.0,0.0,--
10pipe_k,2887257,Lingeling_bbc_main,default,154468,complete,409.006,UNSAT,complete,337.55,787356.0,UNSAT-VERIFIED
10pipe_k,2887257,glucose,default,154473,complete,445.91,UNSAT,complete,1342.44,2020896.0,UNSAT-VERIFIED
10pipe_k,2887257,CHBR_glucose,default,154584,complete,1002.42,UNSAT,complete,3810.94,9016136.0,UNSAT-VERIFIED
10pipe_k,2887257,CHBR_glucose_tuned,default,154586,complete,1007.56,UNSAT,complete,3761.71,9016136.0,UNSAT-VERIFIED
10pipe_k,2887257,tb_glucose,default,154588,complete,1333.13,UNSAT,complete,2884.35,1.3345432E7,UNSAT-VERIFIED
10pipe_k,2887257,COMiniSatPS_Chandrasekhar_DRUP,drup,154592,complete,610.617,UNSAT,complete,1109.89,4202624.0,UNSAT-VERIFIED
10pipe_k,2887257,MapleCOMSPS_CHB_DRUP,CHB_VSIDS_drup,154594,complete,524.535,UNSAT,complete,409.933,6051756.0,UNSAT-VERIFIED
10pipe_k,2887257,MapleCOMSPS_LRB_DRUP,LRB_VSIDS_drup,154596,complete,491.934,UNSAT,complete,283.869,4157424.0,UNSAT-VERIFIED
10pipe_k,2887257,MapleCOMSPS_DRUP,seq_LRB_VSIDS_drup,154598,complete,2830.49,UNSAT,complete,667.28,1.341098E7,UNSAT-VERIFIED
10pipe_k,2887257,Splatz_06v_main,default,154625,complete,280.659,UNSAT,complete,241.191,814152.0,UNSAT-VERIFIED
10pipe_k,2887257,Glucose_nbSat,default,155265,complete,1050.65,UNSAT,complete,2191.07,6130980.0,UNSAT-VERIFIED
10pipe_k,2887257,MapleCMS,default,154687,complete,599.77,UNSAT,complete,3489.24,1117456.0,UNSAT-VERIFIED
10pipe_k,2887257,MapleGlucose,default,154710,complete,3423.66,UNSAT,complete,5665.32,1.341704E7,UNSAT-VERIFIED
14pipe_q0_k,2887127,glue_alt,default,152939,complete,3824.95,UNSAT,complete,1093.77,3183160.0,UNSAT-VERIFIED
14pipe_q0_k,2887127,GHackCOMSPS_DRUP,ghack_drup,153211,complete,1538.96,UNSAT,complete,691.909,3037096.0,UNSAT-VERIFIED
14pipe_q0_k,2887127,glucosePLE,default,153967,complete,1665.82,UNSAT,complete,830.846,1658928.0,UNSAT-VERIFIED
14pipe_q0_k,2887127,abcdSAT_drup,default,154067,complete,1820.88,UNSAT,complete,892.756,3050940.0,UNSAT-VERIFIED
14pipe_q0_k,2887127,Scavel_SAT,default,154175,timeout_wallclock,5000.02,UNKNOWN,enqueued,0.0,0.0,--
14pipe_q0_k,2887127,glucose_hack_kiel_newScript,main_new,154744,complete,1980.3,UNSAT,complete,2020.75,2186804.0,UNSAT-VERIFIED
14pipe_q0_k,2887127,Beans_And_Eggs,default,154732,complete,1717.44,UNSAT,complete,1375.5,2183124.0,UNSAT-VERIFIED
14pipe_q0_k,2887127,cmsat5_main2,default,154241,timeout_wallclock,5000.02,UNKNOWN,enqueued,0.0,0.0,--
14pipe_q0_k,2887127,cmsat5_autotune2,default,154243,complete,4654.55,UNSAT,timeout_cpu,19988.7,6355460.0,--
14pipe_q0_k,2887127,glueminisat-2.2.10-81-main,maintrack,154247,complete,1430.67,UNSAT,complete,441.51,1543524.0,UNSAT-VERIFIED
14pipe_q0_k,2887127,gulch,default,154330,complete,1955.05,UNSAT,complete,953.964,2114760.0,UNSAT-VERIFIED
14pipe_q0_k,2887127,YalSAT_03r,default,154460,timeout_cpu,4999.99,UNKNOWN,enqueued,0.0,0.0,--
14pipe_q0_k,2887127,Lingeling_bbc_main,default,154468,complete,866.048,UNSAT,complete,219.516,1551084.0,UNSAT-VERIFIED
14pipe_q0_k,2887127,glucose,default,154473,complete,1242.35,UNSAT,complete,670.317,1544620.0,UNSAT-VERIFIED
14pipe_q0_k,2887127,CHBR_glucose,default,154584,complete,1357.71,UNSAT,complete,868.385,2183096.0,UNSAT-VERIFIED
14pipe_q0_k,2887127,CHBR_glucose_tuned,default,154586,complete,1354.3,UNSAT,complete,887.331,2183096.0,UNSAT-VERIFIED
14pipe_q0_k,2887127,tb_glucose,default,154588,complete,1689.72,UNSAT,complete,1033.15,2184968.0,UNSAT-VERIFIED
14pipe_q0_k,2887127,tc_glucose,default,154590,complete,1761.45,UNSAT,complete,1109.34,2184964.0,UNSAT-VERIFIED
14pipe_q0_k,2887127,COMiniSatPS_Chandrasekhar_DRUP,drup,154592,complete,1570.38,UNSAT,complete,860.718,3036408.0,UNSAT-VERIFIED
14pipe_q0_k,2887127,MapleCOMSPS_CHB_DRUP,CHB_VSIDS_drup,154594,complete,1369.89,UNSAT,complete,297.828,1609392.0,UNSAT-VERIFIED
14pipe_q0_k,2887127,MapleCOMSPS_LRB_DRUP,LRB_VSIDS_drup,154596,complete,2223.7,UNSAT,complete,359.454,4317808.0,UNSAT-VERIFIED
14pipe_q0_k,2887127,MapleCOMSPS_DRUP,seq_LRB_VSIDS_drup,154598,complete,3463.73,UNSAT,complete,456.523,9130472.0,UNSAT-VERIFIED
14pipe_q0_k,2887127,Splatz_06v_main,default,154625,complete,493.023,UNSAT,complete,255.772,1710612.0,UNSAT-VERIFIED
14pipe_q0_k,2887127,Riss6,noPP_DRAT,154658,complete,2679.78,UNSAT,complete,1770.98,3043432.0,UNSAT-VERIFIED
14pipe_q0_k,2887127,Glucose_nbSat,default,155265,complete,1886.28,UNSAT,complete,1690.29,2298832.0,UNSAT-VERIFIED
14pipe_q0_k,2887127,MapleCMS,default,154687,complete,1189.68,UNSAT,complete,1133.96,1619140.0,UNSAT-VERIFIED
14pipe_q0_k,2887127,MapleGlucose,default,154710,timeout_wallclock,5000.02,UNKNOWN,enqueued,0.0,0.0,--
16pipe_16_ooo,2887035,glue_alt,default,152939,timeout_wallclock,5000.02,UNKNOWN,enqueued,0.0,0.0,--
16pipe_16_ooo,2887035,GHackCOMSPS_DRUP,ghack_drup,153211,timeout_cpu,5000.02,UNKNOWN,enqueued,0.0,0.0,--
16pipe_16_ooo,2887035,abcdSAT_drup,default,154067,timeout_wallclock,5000.02,UNKNOWN,enqueued,0.0,0.0,--
16pipe_16_ooo,2887035,glucose_hack_kiel_newScript,main_new,154744,timeout_wallclock,5000.02,UNKNOWN,enqueued,0.0,0.0,--
16pipe_16_ooo,2887035,Beans_And_Eggs,default,154732,timeout_wallclock,5000.02,UNKNOWN,enqueued,0.0,0.0,--
16pipe_16_ooo,2887035,cmsat5_main2,default,154241,timeout_wallclock,5000.02,UNKNOWN,enqueued,0.0,0.0,--
16pipe_16_ooo,2887035,glueminisat-2.2.10-81-main,maintrack,154247,timeout_wallclock,5000.02,UNKNOWN,enqueued,0.0,0.0,--
16pipe_16_ooo,2887035,gulch,default,154330,timeout_wallclock,5000.02,UNKNOWN,enqueued,0.0,0.0,--
16pipe_16_ooo,2887035,YalSAT_03r,default,154460,timeout_cpu,5012.17,UNKNOWN,enqueued,0.0,0.0,--
16pipe_16_ooo,2887035,Lingeling_bbc_main,default,154468,timeout_wallclock,5000.01,UNKNOWN,enqueued,0.0,0.0,--
16pipe_16_ooo,2887035,glucose,default,154473,timeout_wallclock,5000.02,UNKNOWN,enqueued,0.0,0.0,--
16pipe_16_ooo,2887035,CHBR_glucose,default,154584,timeout_wallclock,5000.02,UNKNOWN,enqueued,0.0,0.0,--
16pipe_16_ooo,2887035,CHBR_glucose_tuned,default,154586,timeout_wallclock,5000.02,UNKNOWN,enqueued,0.0,0.0,--
16pipe_16_ooo,2887035,tb_glucose,default,154588,timeout_wallclock,5000.02,UNKNOWN,enqueued,0.0,0.0,--
16pipe_16_ooo,2887035,tc_glucose,default,154590,timeout_wallclock,5000.02,UNKNOWN,enqueued,0.0,0.0,--
16pipe_16_ooo,2887035,COMiniSatPS_Chandrasekhar_DRUP,drup,154592,timeout_wallclock,5000.02,UNKNOWN,enqueued,0.0,0.0,--
16pipe_16_ooo,2887035,MapleCOMSPS_CHB_DRUP,CHB_VSIDS_drup,154594,timeout_cpu,4997.72,UNKNOWN,enqueued,0.0,0.0,--
16pipe_16_ooo,2887035,MapleCOMSPS_LRB_DRUP,LRB_VSIDS_drup,154596,timeout_wallclock,5000.02,UNKNOWN,enqueued,0.0,0.0,--
16pipe_16_ooo,2887035,MapleCOMSPS_DRUP,seq_LRB_VSIDS_drup,154598,timeout_cpu,4999.44,UNKNOWN,enqueued,0.0,0.0,--
16pipe_16_ooo,2887035,Splatz_06v_main,default,154625,timeout_wallclock,5000.02,UNKNOWN,enqueued,0.0,0.0,--
16pipe_16_ooo,2887035,Glucose_nbSat,default,155265,timeout_wallclock,5000.02,UNKNOWN,enqueued,0.0,0.0,--
16pipe_16_ooo,2887035,MapleCMS,default,154687,timeout_wallclock,5000.02,UNKNOWN,enqueued,0.0,0.0,--
1dlx_c_iq57_a,2886984,glue_alt,default,152939,complete,2113.95,UNSAT,complete,693.736,1269900.0,UNSAT-VERIFIED
1dlx_c_iq57_a,2886984,GHackCOMSPS_DRUP,ghack_drup,153211,complete,923.761,UNSAT,complete,737.613,1216756.0,UNSAT-VERIFIED
1dlx_c_iq57_a,2886984,glucosePLE,default,153967,complete,1138.22,UNSAT,complete,717.885,1004716.0,UNSAT-VERIFIED
1dlx_c_iq57_a,2886984,abcdSAT_drup,default,154067,complete,1413.92,UNSAT,complete,676.845,1169260.0,UNSAT-VERIFIED
1dlx_c_iq57_a,2886984,glucose_hack_kiel_newScript,main_new,154744,complete,1100.63,UNSAT,complete,802.016,1034268.0,UNSAT-VERIFIED
1dlx_c_iq57_a,2886984,Beans_And_Eggs,default,154732,complete,1328.76,UNSAT,complete,813.226,1170932.0,UNSAT-VERIFIED
1dlx_c_iq57_a,2886984,cmsat5_main2,default,154241,complete,621.514,UNSAT,complete,2490.01,1280104.0,UNSAT-VERIFIED
1dlx_c_iq57_a,2886984,cmsat5_autotune2,default,154243,complete,625.706,UNSAT,complete,2505.29,1280104.0,UNSAT-VERIFIED
1dlx_c_iq57_a,2886984,glueminisat-2.2.10-81-main,maintrack,154247,complete,1561.99,UNSAT,complete,708.452,1024708.0,UNSAT-VERIFIED
1dlx_c_iq57_a,2886984,gulch,default,154330,complete,2281.62,UNSAT,complete,898.548,1171060.0,UNSAT-VERIFIED
1dlx_c_iq57_a,2886984,YalSAT_03r,default,154460,timeout_cpu,5002.8,UNKNOWN,enqueued,0.0,0.0,--
1dlx_c_iq57_a,2886984,Lingeling_bbc_main,default,154468,complete,1533.44,UNSAT,complete,784.822,1296924.0,UNSAT-VERIFIED
1dlx_c_iq57_a,2886984,glucose,default,154473,complete,1083.49,UNSAT,complete,695.429,1001532.0,UNSAT-VERIFIED
1dlx_c_iq57_a,2886984,CHBR_glucose,default,154584,complete,1166.83,UNSAT,complete,807.871,1170680.0,UNSAT-VERIFIED
1dlx_c_iq57_a,2886984,CHBR_glucose_tuned,default,154586,complete,1166.39,UNSAT,complete,825.844,1170680.0,UNSAT-VERIFIED
1dlx_c_iq57_a,2886984,tb_glucose,default,154588,complete,1154.58,UNSAT,complete,793.199,1170048.0,UNSAT-VERIFIED
1dlx_c_iq57_a,2886984,tc_glucose,default,154590,complete,1174.1,UNSAT,complete,810.545,1170044.0,UNSAT-VERIFIED
1dlx_c_iq57_a,2886984,COMiniSatPS_Chandrasekhar_DRUP,drup,154592,complete,971.913,UNSAT,complete,869.018,1555468.0,UNSAT-VERIFIED
1dlx_c_iq57_a,2886984,MapleCOMSPS_CHB_DRUP,CHB_VSIDS_drup,154594,complete,1034.06,UNSAT,complete,576.325,949700.0,UNSAT-VERIFIED
1dlx_c_iq57_a,2886984,MapleCOMSPS_LRB_DRUP,LRB_VSIDS_drup,154596,complete,887.193,UNSAT,complete,575.028,1174972.0,UNSAT-VERIFIED
1dlx_c_iq57_a,2886984,Splatz_06v_main,default,154625,complete,775.067,UNSAT,complete,588.232,1429196.0,UNSAT-VERIFIED
1dlx_c_iq57_a,2886984,Riss6,noPP_DRAT,154658,complete,1122.09,UNSAT,complete,832.768,1171208.0,UNSAT-VERIFIED
1dlx_c_iq57_a,2886984,Riss6,default_DRAT,154659,complete,850.592,UNSAT,complete,1136.59,1631344.0,UNSAT-VERIFIED
1dlx_c_iq57_a,2886984,Glucose_nbSat,default,155265,complete,1055.42,UNSAT,complete,783.829,1172160.0,UNSAT-VERIFIED
1dlx_c_iq57_a,2886984,MapleCMS,default,154687,complete,1128.51,UNSAT,complete,1633.89,1122872.0,UNSAT-VERIFIED
1dlx_c_iq57_a,2886984,MapleGlucose,default,154710,complete,3379.7,UNSAT,complete,974.909,1256440.0,UNSAT-VERIFIED
26_stack_cas_longest_true-unreach-call.i-cbmc-u2,2887024,glue_alt,default,152939,complete,39.4006,SAT-VERIFIED,complete,0.129902,113116.0,--
26_stack_cas_longest_true-unreach-call.i-cbmc-u2,2887024,GHackCOMSPS_DRUP,ghack_drup,153211,complete,1885.95,SAT-VERIFIED,complete,0.129337,113116.0,--
26_stack_cas_longest_true-unreach-call.i-cbmc-u2,2887024,glucosePLE,default,153967,complete,43.8066,SAT-VERIFIED,complete,0.16337,113116.0,--
26_stack_cas_longest_true-unreach-call.i-cbmc-u2,2887024,abcdSAT_drup,default,154067,complete,38.781,SAT-VERIFIED,complete,0.128713,113116.0,--
26_stack_cas_longest_true-unreach-call.i-cbmc-u2,2887024,glucose_hack_kiel_newScript,main_new,154744,complete,42.1766,SAT-VERIFIED,complete,0.163595,113116.0,--
26_stack_cas_longest_true-unreach-call.i-cbmc-u2,2887024,Beans_And_Eggs,default,154732,complete,116.764,SAT-VERIFIED,complete,0.128291,113116.0,--
26_stack_cas_longest_true-unreach-call.i-cbmc-u2,2887024,cmsat5_main2,default,154241,complete,49.501,SAT-VERIFIED,complete,0.0457071,0.0,--
26_stack_cas_longest_true-unreach-call.i-cbmc-u2,2887024,cmsat5_autotune2,default,154243,complete,51.9718,SAT-VERIFIED,complete,0.046478,0.0,--
26_stack_cas_longest_true-unreach-call.i-cbmc-u2,2887024,glueminisat-2.2.10-81-main,maintrack,154247,complete,37.5568,SAT-VERIFIED,complete,0.162532,113116.0,--
26_stack_cas_longest_true-unreach-call.i-cbmc-u2,2887024,gulch,default,154330,complete,99.9179,SAT-VERIFIED,complete,0.130183,113116.0,--
26_stack_cas_longest_true-unreach-call.i-cbmc-u2,2887024,Lingeling_bbc_main,default,154468,complete,3942.91,SAT-VERIFIED,complete,0.0473279,113116.0,--
26_stack_cas_longest_true-unreach-call.i-cbmc-u2,2887024,glucose,default,154473,complete,40.9525,SAT-VERIFIED,complete,0.129373,113116.0,--
26_stack_cas_longest_true-unreach-call.i-cbmc-u2,2887024,CHBR_glucose,default,154584,complete,37.0129,SAT-VERIFIED,complete,0.161411,113116.0,--
26_stack_cas_longest_true-unreach-call.i-cbmc-u2,2887024,CHBR_glucose_tuned,default,154586,complete,38.261,SAT-VERIFIED,complete,0.162154,113116.0,--
26_stack_cas_longest_true-unreach-call.i-cbmc-u2,2887024,tb_glucose,default,154588,complete,39.0568,SAT-VERIFIED,complete,0.161484,113116.0,--
26_stack_cas_longest_true-unreach-call.i-cbmc-u2,2887024,tc_glucose,default,154590,complete,38.8569,SAT-VERIFIED,complete,0.164427,113116.0,--
26_stack_cas_longest_true-unreach-call.i-cbmc-u2,2887024,COMiniSatPS_Chandrasekhar_DRUP,drup,154592,complete,1857.62,SAT-VERIFIED,complete,0.165336,113116.0,--
26_stack_cas_longest_true-unreach-call.i-cbmc-u2,2887024,MapleCOMSPS_CHB_DRUP,CHB_VSIDS_drup,154594,complete,1858.53,SAT-VERIFIED,complete,0.12999,113116.0,--
26_stack_cas_longest_true-unreach-call.i-cbmc-u2,2887024,MapleCOMSPS_LRB_DRUP,LRB_VSIDS_drup,154596,complete,1849.09,SAT-VERIFIED,complete,0.132537,113116.0,--
26_stack_cas_longest_true-unreach-call.i-cbmc-u2,2887024,MapleCOMSPS_DRUP,seq_LRB_VSIDS_drup,154598,complete,1846.92,SAT-VERIFIED,complete,0.130545,113116.0,--
26_stack_cas_longest_true-unreach-call.i-cbmc-u2,2887024,Splatz_06v_main,default,154625,timeout_cpu,5029.31,UNKNOWN,enqueued,0.0,0.0,--
26_stack_cas_longest_true-unreach-call.i-cbmc-u2,2887024,Riss6,noPP_DRAT,154658,complete,451.072,SAT-VERIFIED,complete,0.130012,113116.0,--
26_stack_cas_longest_true-unreach-call.i-cbmc-u2,2887024,Riss6,default_DRAT,154659,complete,450.961,SAT-VERIFIED,complete,0.130174,113116.0,--
26_stack_cas_longest_true-unreach-call.i-cbmc-u2,2887024,Riss6,blackbox_DRAT,154660,complete,465.598,SAT-VERIFIED,complete,0.128912,113116.0,--
26_stack_cas_longest_true-unreach-call.i-cbmc-u2,2887024,Glucose_nbSat,default,155265,complete,53.9617,SAT-VERIFIED,complete,0.128914,113116.0,--
26_stack_cas_longest_true-unreach-call.i-cbmc-u2,2887024,MapleCMS,default,154687,complete,59.1324,SAT-VERIFIED,complete,0.0515991,0.0,--
26_stack_cas_longest_true-unreach-call.i-cbmc-u2,2887024,MapleGlucose,default,154710,complete,46.2776,SAT-VERIFIED,complete,0.129223,113116.0,--
9dlx_vliw_at_b_iq4.used-as.sat04-345,2887235,glue_alt,default,152939,complete,677.51,UNSAT,complete,482.358,1062852.0,UNSAT-VERIFIED
9dlx_vliw_at_b_iq4.used-as.sat04-345,2887235,GHackCOMSPS_DRUP,ghack_drup,153211,complete,263.082,UNSAT,complete,568.699,780040.0,UNSAT-VERIFIED
9dlx_vliw_at_b_iq4.used-as.sat04-345,2887235,glucosePLE,default,153967,complete,337.098,UNSAT,complete,949.093,611096.0,UNSAT-VERIFIED
9dlx_vliw_at_b_iq4.used-as.sat04-345,2887235,abcdSAT_drup,default,154067,complete,202.011,UNSAT,complete,370.659,598316.0,UNSAT-VERIFIED
9dlx_vliw_at_b_iq4.used-as.sat04-345,2887235,Scavel_SAT,default,154175,timeout_wallclock,5000.02,UNKNOWN,enqueued,0.0,0.0,--
9dlx_vliw_at_b_iq4.used-as.sat04-345,2887235,glucose_hack_kiel_newScript,main_new,154744,complete,325.795,UNSAT,complete,1296.09,780160.0,UNSAT-VERIFIED
9dlx_vliw_at_b_iq4.used-as.sat04-345,2887235,Beans_And_Eggs,default,154732,complete,279.645,UNSAT,complete,1229.6,760384.0,UNSAT-VERIFIED
9dlx_vliw_at_b_iq4.used-as.sat04-345,2887235,cmsat5_main2,default,154241,complete,287.332,UNSAT,complete,3894.17,810632.0,UNSAT-VERIFIED
9dlx_vliw_at_b_iq4.used-as.sat04-345,2887235,cmsat5_autotune2,default,154243,complete,288.72,UNSAT,complete,3896.28,810632.0,UNSAT-VERIFIED
9dlx_vliw_at_b_iq4.used-as.sat04-345,2887235,glueminisat-2.2.10-81-main,maintrack,154247,complete,332.487,UNSAT,complete,935.417,780036.0,UNSAT-VERIFIED
9dlx_vliw_at_b_iq4.used-as.sat04-345,2887235,gulch,default,154330,complete,243.865,UNSAT,complete,563.62,591192.0,UNSAT-VERIFIED
9dlx_vliw_at_b_iq4.used-as.sat04-345,2887235,YalSAT_03r,default,154460,timeout_cpu,4998.68,UNKNOWN,enqueued,0.0,0.0,--
9dlx_vliw_at_b_iq4.used-as.sat04-345,2887235,Lingeling_bbc_main,default,154468,complete,245.048,UNSAT,complete,171.275,479228.0,UNSAT-VERIFIED
9dlx_vliw_at_b_iq4.used-as.sat04-345,2887235,glucose,default,154473,complete,147.457,UNSAT,complete,625.401,478572.0,UNSAT-VERIFIED
9dlx_vliw_at_b_iq4.used-as.sat04-345,2887235,CHBR_glucose,default,154584,complete,213.661,UNSAT,complete,652.313,610968.0,UNSAT-VERIFIED
9dlx_vliw_at_b_iq4.used-as.sat04-345,2887235,CHBR_glucose_tuned,default,154586,complete,220.536,UNSAT,complete,653.24,610968.0,UNSAT-VERIFIED
9dlx_vliw_at_b_iq4.used-as.sat04-345,2887235,tb_glucose,default,154588,complete,184.705,UNSAT,complete,486.123,591196.0,UNSAT-VERIFIED
9dlx_vliw_at_b_iq4.used-as.sat04-345,2887235,tc_glucose,default,154590,complete,203.694,UNSAT,complete,497.336,610968.0,UNSAT-VERIFIED
9dlx_vliw_at_b_iq4.used-as.sat04-345,2887235,COMiniSatPS_Chandrasekhar_DRUP,drup,154592,complete,293.627,UNSAT,complete,644.408,1033456.0,UNSAT-VERIFIED
9dlx_vliw_at_b_iq4.used-as.sat04-345,2887235,MapleCOMSPS_CHB_DRUP,CHB_VSIDS_drup,154594,complete,211.75,UNSAT,complete,241.567,478436.0,UNSAT-VERIFIED
9dlx_vliw_at_b_iq4.used-as.sat04-345,2887235,MapleCOMSPS_LRB_DRUP,LRB_VSIDS_drup,154596,complete,202.713,UNSAT,complete,213.69,779780.0,UNSAT-VERIFIED
9dlx_vliw_at_b_iq4.used-as.sat04-345,2887235,MapleCOMSPS_DRUP,seq_LRB_VSIDS_drup,154598,complete,2599.15,UNSAT,complete,770.997,1.3403624E7,UNSAT-VERIFIED
9dlx_vliw_at_b_iq4.used-as.sat04-345,2887235,Splatz_06v_main,default,154625,complete,139.998,UNSAT,complete,152.128,478304.0,UNSAT-VERIFIED
9dlx_vliw_at_b_iq4.used-as.sat04-345,2887235,Riss6,noPP_DRAT,154658,complete,744.316,UNSAT,complete,3801.71,1443976.0,UNSAT-VERIFIED
9dlx_vliw_at_b_iq4.used-as.sat04-345,2887235,Riss6,default_DRAT,154659,complete,501.72,UNSAT,complete,1724.11,1064700.0,UNSAT-VERIFIED
9dlx_vliw_at_b_iq4.used-as.sat04-345,2887235,Riss6,blackbox_DRAT,154660,complete,2777.82,UNSAT,complete,13210.4,6190172.0,UNSAT-VERIFIED
9dlx_vliw_at_b_iq4.used-as.sat04-345,2887235,Glucose_nbSat,default,155265,complete,297.732,UNSAT,complete,864.343,780032.0,UNSAT-VERIFIED
9dlx_vliw_at_b_iq4.used-as.sat04-345,2887235,MapleCMS,default,154687,complete,676.97,UNSAT,complete,5179.03,810500.0,UNSAT-VERIFIED
9dlx_vliw_at_b_iq4.used-as.sat04-345,2887235,MapleGlucose,default,154710,complete,3465.94,UNSAT,complete,5220.49,2.0000756E7,UNSAT-VERIFIED
abb313GPIA-9-c.used-as.sat04-317,2887084,glue_alt,default,152939,timeout_wallclock,5000.01,UNKNOWN,enqueued,0.0,0.0,--
abb313GPIA-9-c.used-as.sat04-317,2887084,GHackCOMSPS_DRUP,ghack_drup,153211,complete,253.473,SAT-VERIFIED,complete,0.0147149,0.0,--
abb313GPIA-9-c.used-as.sat04-317,2887084,glucosePLE,default,153967,timeout_wallclock,5000.02,UNKNOWN,enqueued,0.0,0.0,--
abb313GPIA-9-c.used-as.sat04-317,2887084,abcdSAT_drup,default,154067,timeout_wallclock,5000.02,UNKNOWN,enqueued,0.0,0.0,--
abb313GPIA-9-c.used-as.sat04-317,2887084,Scavel_SAT,default,154175,timeout_wallclock,5000.02,UNKNOWN,enqueued,0.0,0.0,--
abb313GPIA-9-c.used-as.sat04-317,2887084,glucose_hack_kiel_newScript,main_new,154744,timeout_wallclock,5000.02,UNKNOWN,enqueued,0.0,0.0,--
abb313GPIA-9-c.used-as.sat04-317,2887084,Beans_And_Eggs,default,154732,timeout_wallclock,5000.02,UNKNOWN,enqueued,0.0,0.0,--
abb313GPIA-9-c.used-as.sat04-317,2887084,cmsat5_main2,default,154241,timeout_cpu,4998.62,UNKNOWN,enqueued,0.0,0.0,--
abb313GPIA-9-c.used-as.sat04-317,2887084,cmsat5_autotune2,default,154243,timeout_cpu,4998.92,UNKNOWN,enqueued,0.0,0.0,--
abb313GPIA-9-c.used-as.sat04-317,2887084,glueminisat-2.2.10-81-main,maintrack,154247,timeout_wallclock,5000.01,UNKNOWN,enqueued,0.0,0.0,--
abb313GPIA-9-c.used-as.sat04-317,2887084,gulch,default,154330,timeout_wallclock,5000.02,UNKNOWN,enqueued,0.0,0.0,--
abb313GPIA-9-c.used-as.sat04-317,2887084,YalSAT_03r,default,154460,complete,383.949,SAT-VERIFIED,complete,0.0152121,0.0,--
abb313GPIA-9-c.used-as.sat04-317,2887084,Lingeling_bbc_main,default,154468,timeout_wallclock,5000.01,UNKNOWN,enqueued,0.0,0.0,--
abb313GPIA-9-c.used-as.sat04-317,2887084,glucose,default,154473,timeout_wallclock,5000.01,UNKNOWN,enqueued,0.0,0.0,--
abb313GPIA-9-c.used-as.sat04-317,2887084,CHBR_glucose,default,154584,timeout_wallclock,5000.02,UNKNOWN,enqueued,0.0,0.0,--
abb313GPIA-9-c.used-as.sat04-317,2887084,CHBR_glucose_tuned,default,154586,timeout_wallclock,5000.01,UNKNOWN,enqueued,0.0,0.0,--
abb313GPIA-9-c.used-as.sat04-317,2887084,tb_glucose,default,154588,timeout_wallclock,5000.02,UNKNOWN,enqueued,0.0,0.0,--
abb313GPIA-9-c.used-as.sat04-317,2887084,tc_glucose,default,154590,timeout_wallclock,5000.01,UNKNOWN,enqueued,0.0,0.0,--
abb313GPIA-9-c.used-as.sat04-317,2887084,COMiniSatPS_Chandrasekhar_DRUP,drup,154592,complete,353.948,SAT-VERIFIED,complete,0.0175859,0.0,--
abb313GPIA-9-c.used-as.sat04-317,2887084,MapleCOMSPS_CHB_DRUP,CHB_VSIDS_drup,154594,timeout_cpu,4998.22,UNKNOWN,enqueued,0.0,0.0,--
abb313GPIA-9-c.used-as.sat04-317,2887084,MapleCOMSPS_LRB_DRUP,LRB_VSIDS_drup,154596,complete,320.823,SAT-VERIFIED,complete,0.0196911,0.0,--
abb313GPIA-9-c.used-as.sat04-317,2887084,MapleCOMSPS_DRUP,seq_LRB_VSIDS_drup,154598,complete,637.632,SAT-VERIFIED,complete,0.017878,0.0,--
abb313GPIA-9-c.used-as.sat04-317,2887084,Splatz_06v_main,default,154625,timeout_wallclock,5000.01,UNKNOWN,enqueued,0.0,0.0,--
abb313GPIA-9-c.used-as.sat04-317,2887084,Riss6,noPP_DRAT,154658,timeout_wallclock,5000.02,UNKNOWN,enqueued,0.0,0.0,--
abb313GPIA-9-c.used-as.sat04-317,2887084,Riss6,default_DRAT,154659,timeout_wallclock,5000.01,UNKNOWN,enqueued,0.0,0.0,--
abb313GPIA-9-c.used-as.sat04-317,2887084,Riss6,blackbox_DRAT,154660,timeout_wallclock,5000.01,UNKNOWN,enqueued,0.0,0.0,--
abb313GPIA-9-c.used-as.sat04-317,2887084,Glucose_nbSat,default,155265,timeout_wallclock,5000.01,UNKNOWN,enqueued,0.0,0.0,--
abb313GPIA-9-c.used-as.sat04-317,2887084,MapleCMS,default,154687,timeout_cpu,5000.02,UNKNOWN,enqueued,0.0,0.0,--
abb313GPIA-9-c.used-as.sat04-317,2887084,MapleGlucose,default,154710,timeout_wallclock,5000.02,UNKNOWN,enqueued,0.0,0.0,--
ACG-20-10p0,2887110,glue_alt,default,152939,complete,3247.3,UNSAT,complete,2687.3,1415136.0,UNSAT-VERIFIED
